convivial,resource,pervasive,arbor,good-time
convolution,merciless,buffoonery,transcript,whirl
convulse,excellency,accessible,carouse,thresh
convulsion,acquiescence,decorous,giver,paroxysm
copious,medallion,latish,finite,voluminous
coquette,reparable,bridle,tentative,flirt
cornice,evasion,brigand,resurgent,valance
cornucopia,sophistical,mellifluous,progression,horn of plenty
coronation,memorable,mawkish,complicate,enthronement
corporal,diffidence,antemeridian,negate,bodily
corporate,tutorship,aphorism,inquisitor,bodied
corporeal,dispossess,insuperable,malleable,material
corpse,penury,ceremonial,leaven,cadaver
corpulent,epitome,gratuity,penitence,obese
corpuscle,inapt,chasten,complicate,atom
corroborate,amorous,physiocracy,opportunist,confirm
corroboration,rapid,conferee,liable,documentation
corrode,supplant,overlord,bewilder,eat
corrosion,suasion,upheaval,termination,erosion
corrosive,desist,coercive,wampum,caustic
corruptible,wreak,vendible,objector,bribable
corruption,sequestrate,sensation,altercate,putrescence
cosmetic,boll,heartrending,wry,decorative
cosmopolitan,inceptive,blithe,avarice,widely distributed
cosmos,reprimand,cameo,disquiet,universe
counteract,irk,symmetrical,inveterate,antagonize
counterbalance,psychotherapy,homogeneity,payee,balance
counterfeit,deprave,objective,braze,forgery
counterpart,mythology,evanescent,accession,opposite number
countervail,similitude,principle,fluential,offset
countryman,puissant,statistician,exacerbate,ruralist
courageous,stellar,sympathize,suave,brave
course,emanate,drudgery,degeneracy,class
courser,collier,obsolescence,relapse,charger
courtesy,protector,huckster,lapse,good manners
covenant,delirious,insentient,parity,compact
covert,renunciation,intolerant,alias,screen
cower,option,intersect,kiln,huddle
cranium,jurisdiction,skirmish,alliance,braincase
craving,comport,lexicon,maleficent,hunger
creak,equivocate,demonstrate,introductory,whine
credence,emigrant,rearrange,chastise,acceptance
credible,breech,impugn,inane,believable
creed,peddler,impervious,appellation,religious doctrine
crevice,prolix,perpetuate,digraph,cranny
critique,reverent,bungle,nautical,review
crockery,luminosity,usurious,tyranny,dishware
crucible,separable,derelict,arrange,melting pot
crystallize,imperfectible,metric,anemia,clear
cudgel,ache,repugnance,propaganda,fustigate
cull,contradiction,lunatic,garnish,reject
culpable,parliament,aggress,impugn,blameworthy
culprit,missile,indistinct,priory,perpetrator
cupidity,facet,intercession,euphonious,avarice
curator,intolerant,dogmatize,antislavery,conservator
curio,adoration,metaphysician,skepticism,oddity
cursive,likelihood,aspirant,grievous,longhand
cursory,antecede,acerbity,naval,casual
curt,oral,regnant,oust,brusque
curtail,retention,indignant,cynical,restrict
curtsy,canon,defiant,prologue,bob
cynical,superabundance,impregnable,sepulcher,misanthropic
daring,glazier,acquit,homage,boldness
dauntless,convergent,acidify,committal,audacious
dearth,rigor,diligence,gastronomy,famine
debase,estrange,clarify,promoter,corrupt
debatable,preparatory,conducive,litigious,problematic
debonair,pyromania,horde,disconnect,suave
debut,dissonant,confluent,prerogative,introduction
decagram,irritable,physiognomy,tactics,dekagram
decaliter,protrude,conciliate,punctual,dekaliter
decalogue,sterling,encomium,involution,Ten Commandments
decameter,promoter,magistracy,burnish,dekameter
decamp,distend,cupidity,arbitrary,break camp
decapitate,minutia,famish,anesthetic,behead
deceit,beau,phonogram,mutilate,fraudulence
deceitful,analyze,embezzle,physiography,fallacious
deceive,denude,viol,consensus,lead on
decent,reckless,habitual,trivial,nice
decimal,exclamation,squatter,catholicity,denary
decimate,chancery,egress,prospector,eliminate
decipher,ultramundane,immutable,canine,trace
declamatory,pious,lunar,betroth,bombastic
declarative,mordacious,supersede,peccadillo,indicative mood
decorate,refract,ambrosial,cygnet,adorn
decorous,check,usurp,cathode,becoming
decoy,satiate,quintessence,befog,steerer
decrepit,submersion,forejudge,constrict,creaky
deface,cornucopia,cajole,effluvium,disfigure
defalcate,twinge,emit,ire,embezzle
defame,awaken,degenerate,affable,slander
default,audacious,bigamist,recessive,nonpayment
defendant,refractory,merciful,necrology,suspect
defensive,breaker,neural,derivative,justificative
defer,inviolable,underhanded,genealogist,postpone
defiant,oratory,inquisitive,incompetent,noncompliant
deficiency,soldier,entrench,subtle,lack
deficient,flamboyant,bomb,finery,lacking
deflect,lackadaisical,pentagram,expanse,debar
deforest,iciness,separable,pluperfect,disforest
deform,scuttle,despair,indict,contort
deformity,phlegmatic,resource,eligible,malformation
defraud,inhibit,kilometer,volatile,victimize
degeneracy,aqueous,medial,moderation,decadence
degenerate,maneuver,convalesce,contort,pervert
degradation,transferable,decoy,complicate,debasement
degrade,impugn,peaceful,cajolery,take down
dehydrate,stringency,perturbation,perspicacity,desiccate
deign,absolution,inadequate,intermit,condescend
deist,augment,transcend,quietus,freethinker
deity,antipodes,permutation,petulance,divinity
deject,workmanlike,laud,collapse,depress
dejection,incompatible,aerial,valid,fecal matter
delectable,append,effusion,sacrifice,luscious
delectation,iniquity,thesis,euphemism,enjoyment
deleterious,inconsiderable,precipitate,loathe,hurtful
delicacy,robust,scruple,facetious,daintiness
delineate,annuity,eccentric,militarism,define
delirious,adverse,hazard,accurate,hallucinating
delude,evangelist,eliminate,judicature,deceive
deluge,abominate,protract,dishabille,flood
delusion,quartet,episode,penetrate,psychotic belief
demagnetize,fallacious,jubilation,caprice,degauss
demagogue,expostulate,altitude,prophecy,rabble-rouser
demeanor,pertinent,discipline,refringency,behavior
demented,ichthyic,braggart,emerge,brainsick
demerit,dialectician,pamphlet,apprehensible,fault
demise,deluge,pluperfect,truculent,death
demobilize,indiscreet,perigee,diversity,inactivate
demolish,plebeian,ravage,intangible,pulverize
demonstrable,abjure,misrule,precision,incontrovertible
demonstrate,uncommon,comparative,pastoral,show
demonstrative,preface,heifer,ought,illustrative
demonstrator,respondent,glacial,neutral,protester
demulcent,modify,rectify,unify,emollient
dendroid,frizzle,sybarite,angelic,arboreal
denizen,annuity,narrator,protomartyr,inhabitant
denominate,extenuate,actuality,recrudescence,designate
denote,momentum,gregarious,qualm,refer
denude,inconstant,unsophisticated,transposition,bare
deplete,descent,excruciate,undergarment,consume
deplorable,nettle,donee,metropolitan,distressing
deplore,dogmatize,livelihood,poesy,lament
deponent,hesitant,telepathy,preservation,testifier
depopulate,levity,personnel,brazier,desolate
deport,artful,interpose,docile,behave
deportment,inevitable,precision,aphorism,demeanor
depository,summary,nectarine,moralize,repository
deprave,repudiate,regale,preparation,corrupt
deprecate,honorarium,contemptible,protomartyr,vilipend
depreciate,braze,brokerage,concord,vilipend
depreciation,overseer,limitation,emit,wear and tear
depress,nebula,solder,guinea,deject
depression,lyre,superb,novice,slump
depth,belligerent,vertigo,sextet,deepness
derelict,protract,fondle,bitterness,abandoned ship
derision,finale,birthright,drachma,ridicule
derivative,forfeit,insulate,humiliate,differential coefficient
derive,capitulate,libel,indigent,deduce
descent,indicant,extremist,euphemism,origin
descry,generality,epicurean,requiem,spot
desert,covert,indiscreet,luminescence,abandon
designate,participate,interrogative,languor,denominate
desist,erroneous,assess,tutelage,abstain
desperate,excursion,characteristic,enact,do-or-die
despicable,anhydrous,amusement,corrosion,ugly
despondent,pernicious,truculence,revere,heartsick
despot,mystification,redundance,fluent,tyrant
destitute,impertinence,orthodoxy,impervious,impoverished
deter,eccentricity,anteroom,domesticity,discourage
deteriorate,decent,afterthought,mettlesome,devolve
determinate,extraordinary,maudlin,archaic,definitive
determination,deficiency,pleasant,buffoonery,finding
deterrent,tolerable,feminine,refractory,hindrance
detest,depth,triumvir,hesitation,hate
detract,permutation,cornice,cosmology,take away
detriment,rampart,levy,duteous,hurt
deviate,incite,ascent,malediction,pervert
devilry,tenant,dissentious,cauterize,mischief
deviltry,statecraft,havoc,wavelet,mischief
devious,subvert,deify,extant,oblique
devise,terrify,cameo,wavelet,invent
devout,overproduction,choral,monologue,god-fearing
diabolic,nihilist,mountaineer,vegetative,devilish
diagnose,metaphysician,flimsy,satirize,name
dialogue,juridical,impunity,contumacious,duologue
diaphanous,inundation,unfavorable,angelic,filmy
diatribe,chameleon,lever,lexicographer,fulmination
dictum,imperceptible,remunerate,cosmos,pronouncement
difference,trenchant,penetration,reciprocal,deviation
differential,recrudescent,meditation,contravene,derived function
differentiate,indicant,impromptu,acute,distinguish
diffidence,edify,referrer,opportunity,self-doubt
diffident,cartilage,irreversible,mediate,shy
diffusion,mountaineer,tannery,pavilion,dissemination
dignitary,remonstrance,braze,pennant,very important person
dilate,coalition,reliant,homonym,distend
dilatory,delineate,census,demonstrable,laggard
dilemma,superheat,commute,coincide,quandary
dilettante,packet,extemporaneous,repudiate,dabbler
diligence,nausea,reassure,aeronaut,industriousness
dilute,inseparable,lattice,paternity,thin
diminution,imprudent,azure,protuberant,decline
disagree,mandatory,fabulous,ballad,differ
disallow,hesitant,pedestrian,fledgling,forbid
disappear,necropolis,nominee,fungus,vanish
disappoint,resonance,extrude,penurious,let down
disapprove,sprightly,nit,reorganize,reject
disarm,juncture,dejection,neurology,demilitarize
disbeliever,statecraft,shriek,sear,nonbeliever
disburden,defalcate,avarice,parable,unburden
disburse,fictitious,gusto,deter,pay out
discard,nausea,ought,hardihood,throwing away
discernible,quiet,equanimity,consignor,evident
disciplinary,despondent,proficiency,service,corrective
discipline,intension,glacier,despair,subject
discolor,cudgel,hoarse,gratification,colour
discomfit,genitive,distemper,aggravate,upset
discomfort,rhapsody,pathos,doe,uncomfortableness
disconnect,valedictory,despond,paternal,gulf
disconsolate,intimidate,tendency,forejudge,inconsolable
discord,mettlesome,significance,ungainly,strife
discreet,unavoidable,evolution,invalid,circumspect
discrepant,airy,emergence,option,incompatible
discriminate,gesticulate,lode,polytheism,know apart
discursive,fitful,novellette,estuary,dianoetic
discussion,despondent,correlative,aurora,treatment
disengage,hoard,absorb,reclusory,withdraw
disfigure,unnecessary,overpay,liqueur,deface
dishabille,peter,anecdote,heathenish,deshabille
dishonest,chattel,console,diversity,corruptible
disinfectant,trio,complaisance,evasion,germicide
dislocate,enfranchise,alto,joust,luxate
dismissal,profile,sinus,insentient,pink slip
dismount,preposterous,penitence,entail,unhorse
disobedience,cite,philander,elude,noncompliance
disobedient,rhapsody,coquette,leisure,unruly
disown,impassable,connubial,accost,renounce
disparage,paraphrase,expand,nectarine,belittle
dispel,network,surfeit,introvert,chase away
displace,coalition,ultimatum,harass,preempt
disputation,degradation,evangelical,statute,debate
disqualify,evanescent,intermittent,kingling,unfit
disquiet,extensor,contravene,bask,anxiousness
disregard,glazier,indict,paramour,neglect
disrobe,loam,zephyr,quarto,undress
disrupt,transcendent,immerse,inception,interrupt
dissect,breach,squalid,infringe,analyze
dissemble,cudgel,invoke,sequester,feign
disseminate,plaudit,dishabille,importune,circulate
dissent,unconscionable,passive,stimulus,protest
dissentient,frolicsome,amphibious,laureate,recusant
dissentious,omnipotence,decameron,carnage,divisive
dissertation,skirmish,furrier,likelihood,thesis
disservice,protuberate,moderation,intimidate,ill service
dissever,expressive,encamp,writhe,divide
dissimilar,desperate,peerless,outlandish,unalike
dissipate,disrobe,improper,nit,break up
dissipation,beneficent,prostrate,reckless,profligacy
dissolute,seduce,posterior,logical,debauched
dissolution,buoyancy,obtrusive,misnomer,profligacy
dissolve,virtuoso,liberalism,potentate,fade out
dissonance,narrative,artful,causal,noise
dissonant,nestle,mythology,fulminate,unresolved
distemper,felicitate,check,grenadier,ill humor
distend,remonstrant,annals,dialectician,dilate
distention,solecism,transmute,occult,dilatation
distill,indigestible,maintenance,assonate,purify
distort,legible,collision,luxuriance,falsify
distraught,recede,demolish,oversee,overwrought
distrust,paleontology,cite,disapprove,misgiving
divagation,antispasmodic,tangent,submergence,digression
diverse,reciprocal,eminence,insistent,various
diversion,abominate,entangle,pitiable,recreation
diversity,tyranny,contravene,patriotism,multifariousness
divert,verbiage,fabulous,thesis,deviate
divinity,cite,compulsion,didactic,deity
divisor,dowry,nuisance,moderation,factor
divulge,herbivorous,extemporaneous,indigent,unwrap
docile,juggle,reducible,autumnal,teachable
docket,huckster,permissible,diffident,agenda
doe,natal,symphonic,myth,Department of Energy
dogma,maintain,miser,menagerie,tenet
doleful,maritime,modernize,imperil,mournful
dolorous,statecraft,fumigate,posterior,lachrymose
domain,purloin,duplex,primeval,sphere
domicile,armada,fervor,necrology,legal residence
dominance,desert,impugn,leaflet,laterality
dominant,perturb,forgo,forecourt,prevailing
dominate,lough,morbid,sustenance,rule
domination,revisal,relegate,granary,mastery
domineer,nasal,auricle,belittle,tyrannize
donee,frowzy,collier,magnetize,beneficiary
donor,infamy,lingual,fusible,giver
dormant,benediction,gratuity,verify,hibernating
dowry,somnolent,requiem,breaker,portion
dragnet,refer,hustle,ambulance,trawl
dragoon,foreordination,recapture,percolator,sandbag
dramatist,inherence,disagree,nestle,playwright
dramatize,adumbrate,seer,gynecocracy,adopt
drowsy,spherometer,mite,seduce,dozy
drudgery,proxy,syndicate,sentience,plodding
dubious,ingraft,numeration,brae,doubtful
ductile,imbrue,tirade,forecast,malleable
duet,autopsy,allude,solicitor,couple
dun,overthrow,impertinence,theology,greyish brown
duplex,wintry,genealogy,parable,semidetached house
duplicity,aviary,meddlesome,alienable,fraudulence
duration,akin,advertiser,loam,continuance
earnest,retch,infinity,posse,sincere
eatable,supercilious,waistcoat,necessity,comestible
ebullient,amorphous,recitation,exclusion,exuberant
eccentric,beneficent,inundate,fervent,flake
economize,antipathize,horde,hexapod,conserve
ecstasy,disinfectant,predatory,anthology,rapture
ecstatic,theorize,hexangular,insecure,enraptured
edible,reciprocate,overture,decagram,comestible
edict,overtone,successor,icon,decree
edify,imaginable,presage,aqueduct,enlighten
educe,onrush,invoke,ablution,evoke
efface,invalid,sequester,tangible,obliterate
effect,syneresis,adversity,iota,consequence
effective,iciness,lithe,regiment,good
effectual,stagnate,pommel,delude,legal
effeminacy,gratification,fervor,atrocious,sissiness
effeminate,discard,ingraft,ambulate,emasculate
effervesce,granulate,antiphony,pall,foam
effervescent,academy,acrimonious,vacillate,sparkling
effete,explosion,acclaim,nefarious,decadent
efflorescence,adulterant,gradient,monarchy,flower
efflorescent,distill,presentiment,convergent,abloom
effrontery,impersonal,witchcraft,immeasurable,presumption
effulgence,ruminant,centenary,stagnate,radiance
effuse,conspire,transpire,domination,pour out
effusion,expatriate,generality,aqueduct,gush
egoism,credence,intercede,gourmand,self-interest
egoist,specialty,enormous,acrid,swellhead
egotism,elucidate,corpulent,poesy,self-importance
egregious,somnolence,blazon,complacent,crying
egress,grantee,exclusion,unction,emersion
eject,nonentity,subterfuge,rigmarole,chuck out
elapse,vivify,municipality,antemundane,lapse
elegy,intension,rupture,magician,lament
element,adjacent,perturb,endear,component
elicit,perform,forcible,irk,arouse
eliminate,legislator,microscopic,sinus,extinguish
elucidate,component,perusal,diversion,clarify
elude,centimeter,intestate,braggart,evade
elusion,annuity,assessor,rearrange,slip
emaciate,monolith,festive,piece,waste
emanate,alias,collector,unspeakable,exhale
emancipate,sacrifice,naval,coincident,liberate
embargo,militate,ghastly,sufficiency,trade stoppage
embark,winsome,loch,discomfort,ship
embarrass,philharmonic,defalcate,arrange,abash
embellish,belittle,secrecy,poetaster,pad
embezzle,impudence,sedition,beget,defalcate
emblazon,slothful,exigent,brevity,color
emblem,prolix,alliance,hussar,allegory
embody,undergarment,plea,untimely,incarnate
embolden,benediction,vestment,florist,cheer
embolism,dismount,corrosion,fundamental,intercalation
embroil,placid,scintillate,adumbrate,tangle
emerge,polyglot,excrescence,prescience,issue
emergence,reducible,immeasurable,confluence,outgrowth
emigrant,impotent,meander,supplant,outgoer
eminence,relinquish,percipient,bore,distinction
eminent,carouse,resilient,wane,high
emit,requisite,finality,inexpedient,breathe
emporium,inexperience,unbearable,preordain,department store
empower,punctual,dragoon,stiletto,authorise
enact,disinherit,prattle,colloquial,ordain
enamor,syneresis,innumerable,intolerant,capture
encamp,impudence,hydroelectric,suspicious,camp
encomium,episode,faction,precedence,eulogy
encompass,occurrence,veracity,equestrian,embrace
encourage,oversee,consistency,contraposition,promote
encumber,depreciate,hardihood,precipice,restrain
encyclopedia,intercession,dramatize,perseverance,cyclopedia
endanger,monotony,regalia,intercept,jeopardize
endemic,furtive,surmise,condescend,autochthonal
endue,alto,intoxicate,baleful,indue
endurable,procrastinate,opaque,vociferance,bearable
energetic,continuity,quarto,emergence,gumptious
enervate,interminable,antislavery,demerit,faze
enfeeble,deviltry,stifle,forebode,debilitate
enfranchise,commingle,philology,anathema,affranchise
engender,beck,transatlantic,patrimony,breed
engrave,symphonious,introductory,anemia,scratch
engross,dialogue,reconcilable,beseech,steep
enhance,hostility,evert,hoard,heighten
enigma,retaliate,cantonment,deprave,mystery
enjoin,anathema,rampant,gyroscope,order
enkindle,buffoon,exit,virago,kindle
enlighten,mistrust,succeed,subterfuge,edify
enlist,optic,satirize,impend,engage
enmity,laureate,dignitary,sinus,hostility
ennoble,enthuse,sinister,respite,dignify
enormity,defer,intermediate,disengage,outrageousness
enormous,disburden,sequestrate,constrict,tremendous
enrapture,admonish,acoustic,trajectory,enchant
enshrine,photoelectric,loam,iconoclast,shrine
ensnare,knead,burgher,minutia,entrap
entail,projection,euphony,sagacious,imply
entangle,ardent,transient,palate,mire
enthrall,perjure,defame,barometer,enchant
enthrone,pantoscope,penchant,anterior,invest
entirety,superlative,superfluity,thoroughbred,integrality
entomology,preexistence,inhuman,braggart,bugology
entrails,solicitude,christendom,demulcent,viscera
entreaty,mania,lode,recover,prayer
entree,noxious,wearisome,operator,main course
entrench,predict,quiet,purl,intrench
entwine,maternal,assonance,antedate,knit
enumerate,galvanic,martyrdom,progression,recite
epicure,reticent,maharaja,apposite,gourmet
epicurean,curtail,repository,regretful,gourmet
epidermis,omnipotent,septennial,uproarious,cuticle
epigram,confide,galvanism,sedition,quip
epiphany,hydraulic,distrust,sinuous,Twelfth day
episode,effluvium,mien,assonance,installment
epitome,athirst,caustic,efficient,prototype
epoch,systematic,unlimited,operative,era
equalize,centurion,conductible,curt,get even
equanimity,recrudescence,defer,bawl,composure
equestrian,adulterant,moderation,braggart,horseman
equilibrium,detriment,workmanlike,epiphany,balance
equitable,vicarious,centurion,assiduous,just
equity,berth,loneliness,preponderate,fairness
equivalent,diplomat,unlimited,introvert,combining weight
equivocal,imperious,anathema,position,ambiguous
equivocate,fungible,introspection,concordance,beat around the bush
eradicate,amour,prescription,irreparable,eliminate
erratic,peerless,fungous,depth,fickle
erudite,hesitancy,preference,evoke,learned
erudition,sinus,plumb,plumb,learnedness
eschew,repellent,transfigure,prudery,shun
espy,protomartyr,heritage,scintilla,descry
essence,accustom,succinct,catholicism,kernel
esthetic,pommel,juxtapose,annex,artistic
estimable,appellation,bitterness,aver,good
estrange,polygamy,gestation,codicil,alienate
eulogy,vacuous,facile,languid,encomium
euphony,centimeter,benefit,arboretum,music
evade,prepossession,fervor,aerial,hedge
evanesce,detriment,rectitude,bequeath,fade
evangelist,came,specialty,punctual,revivalist
evasion,dilettante,enthrone,unbridled,equivocation
evict,bedlam,recitation,disservice,force out
evince,transfuse,inhuman,sacrificial,express
evoke,arrangement,misapprehend,disarrange,arouse
evolution,grotto,terminal,tangent,development
evolve,accost,misbehavior,submarine,germinate
exacerbate,retract,sibilate,edict,worsen
exaggerate,collier,altruism,predicament,overstate
exasperate,reliance,jovial,piccolo,aggravate
excavate,tincture,ponderous,fundamental,unearth
exceed,meander,upbraid,photoelectric,transcend
excel,facility,mellifluous,treasonable,stand out
excellent,supine,proclamation,requital,first-class
excerpt,simile,doublet,rectitude,extract
excitable,capitulate,rapt,munificence,irritable
excitation,stringency,neglectful,fernery,inflammation
exclamation,muddle,distrain,recessive,ecphonesis
exclude,expand,underlie,charlatan,leave out
exclusion,immigrant,instigate,physiography,censure
excrescence,dejection,paternal,prevention,bulge
excretion,reflexible,undervalue,esquire,elimination
excruciate,enigma,locomotion,lucid,torment
excursion,insensible,autobiography,modernity,jaunt
excusable,chromatic,dissolve,blaspheme,forgivable
execrable,outweigh,beatify,aspiration,deplorable
execration,divert,vindicatory,anhydrous,abhorrence
exemplar,asexual,compressible,affluence,example
exemplary,disbeliever,deride,excellence,model
exemplify,chasm,academy,foreknowledge,represent
exert,recluse,leeward,fraternal,wield
exhale,preferment,creak,arboretum,expire
exhaust,despicable,outweigh,inadvisable,fumes
exhaustion,typical,exorbitant,possible,debilitation
exhaustive,inseparable,mouthful,sinus,thorough
exhilarate,distensible,impend,coronation,tickle pink
exhume,expedite,disjunctive,flagrant,disinter
exigency,impervious,irresistible,capillary,emergency
exigent,mentality,poise,corroborate,clamant
existence,laudable,stupor,luxuriate,being
exit,contort,conjugate,intrude,issue
exodus,lithograph,inopportune,percipience,hegira
exonerate,doe,retrograde,annual,acquit
exorbitance,dendroid,inundate,ineffable,outrageousness
exorbitant,leaven,query,crevasse,extortionate
exotic,domesticity,fracture,impalpable,alien
expand,petulant,ensnare,sisterhood,spread out
expanse,plumb,huckster,sardonic,sweep
expansion,niggardly,nettle,breach,enlargement
expatriate,novice,preemption,antipodes,exile
expect,paleontology,inefficient,discernible,anticipate
expectancy,midsummer,apprehend,jargon,anticipation
expectorate,profiteer,bellicose,modification,clear out
expedite,prominence,relapse,anesthetic,hasten
expend,hazard,prejudice,bravado,use
expense,proxy,canto,substantive,disbursal
expiate,heresy,unbiased,proffer,aby
explicate,violator,ocular,countryman,formulate
explicit,tenant,paralyze,euphony,denotative
explode,gynecocracy,nefarious,inexpressible,detonate
explosion,buoyant,disarrange,phonic,detonation
explosive,maudlin,futile,affectation,volatile
exposition,moccasin,kimono,pedagogue,exhibition
expulsion,negation,ordeal,lascivious,ejection
extemporaneous,petulant,tableau,nectar,ad-lib
extension,unlawful,misplace,invincible,propagation
extensive,passible,ceremonial,magistracy,across-the-board
extenuate,reversion,embolden,intestate,palliate
exterior,mentor,invincible,dehydrate,outside
external,collapse,separable,sinuous,outside
extinct,inconstant,renovate,demise,out
extinguish,forego,stupor,intromit,snuff out
extol,remonstrant,outlandish,microphone,laud
extradite,felicity,regiment,proficiency,deliver
extraneous,prelate,conductible,missile,immaterial
extraordinary,queue,nimble,butt,over-the-top
extravagance,reflectible,nit,solecism,prodigality
extravagant,derisible,zeitgeist,recapitulate,excessive
extremist,madden,ungainly,mimic,radical
extricate,seismograph,perspicacious,prehension,untangle
extrude,belie,trenchant,referrer,squeeze out
exuberance,jubilation,interrogate,postdate,enthusiasm
exuberant,inbred,frizzle,conflagration,ebullient
fabricate,balsam,interlude,necrosis,manufacture
fabulous,vigilance,inexcusable,disinherit,mythic
facet,frolicsome,query,rupture,aspect
facetious,hirsute,triennial,prehensile,bantering
facial,exhaustion,poignant,accomplish,seventh cranial nerve
facile,inquisition,calvinize,irk,eloquent
facilitate,expiate,germinate,disparity,ease
facility,patter,botanize,exemplar,installation
facsimile,ultimate,promenade,auspice,autotype
faction,recline,effusion,contribution,cabal
factious,terrify,inchoate,paly,dissentious
fallacious,rookery,orator,aristocrat,unsound
fallible,divergent,ridicule,sociable,frail
famish,speculate,frigidarium,fissure,starve
fanatic,deify,mallet,ludicrous,fiend
fancier,solicitude,recidivist,extemporaneous,enthusiast
fastidious,essence,protrude,perfidy,exacting
fathom,demeanor,artful,platitude,fthm
fatuous,surveyor,scribe,convalesce,asinine
faulty,enervate,feint,outrage,defective
fawn,betroth,elusion,liturgy,dun
fealty,vapid,remonstrance,wrangle,allegiance
feasible,cynical,evoke,preamble,executable
felicitate,evolve,undercharge,spurious,congratulate
felicity,compulsion,consolidate,inopportune,happiness
felon,caitiff,adoration,torrid,criminal
felonious,effrontery,stimulant,contrite,criminal
feminine,louse,extinct,psychotherapy,womanly
ferocious,seismograph,fraudulent,conjugal,fierce
ferocity,heterogeneous,exhaustive,accusation,fierceness
fervent,caitiff,expeditious,venerate,ardent
fervid,beget,testimonial,importune,ardent
fervor,apparent,exclusion,dissemble,ardor
festal,mockery,acquittal,accomplice,gay
festive,detest,dismissal,misanthropy,gay
fete,preestablish,reducible,litigant,feast
fetus,fiducial,finale,hirsute,foetus
fiasco,accompaniment,calumny,recrudescent,debacle
fickle,unction,overtone,cursory,volatile
fictitious,unison,mania,verification,fabricated
fidelity,finite,seduce,lodgment,faithfulness
fief,overseer,recruit,ridiculous,feoff
finale,latency,conjoin,eminence,coda
finality,buoyancy,writing,unwise,conclusiveness
financial,aspiration,exhaust,reprisal,fiscal
financier,percussion,datum,prepossession,moneyman
finesse,mutiny,technicality,tractable,delicacy
fiscal,scribble,populace,outreach,financial
fissure,grotesque,refute,impugn,crevice
fitful,dilatory,patronymic,grievous,spasmodic
fixture,sanction,imperceptible,undulate,regular
flagrant,vaudeville,folio,expostulate,crying
flamboyant,plenteous,expressive,achromatic,royal poinciana
flatulence,inexpressible,vestment,curator,gas
fledgling,exigent,travail,belligerent,newcomer
flexible,genteel,scintilla,coniferous,elastic
flimsy,cognate,effrontery,ramose,onionskin
flippant,monotony,excitation,workmanlike,light-minded
flora,ichthyosaurs,thrall,statistician,vegetation
florid,expect,britannia,myth,aureate
flue,loch,superintendence,garrulous,labial pipe
fluent,intimacy,priggish,decimate,liquid
flux,frontier,exacerbate,pedestal,magnetic field
foggy,acrid,palliate,preposterous,dazed
foible,sophistry,perversity,vestige,idiosyncrasy
foliage,massive,outstretch,differential,leaf
folio,papacy,legitimacy,outdo,pagination
fondle,inventive,eminence,submarine,caress
foolery,casualty,culprit,approbation,folly
forbearance,theology,dissolution,abundant,patience
forcible,autarchy,tolerance,whet,physical
forebode,divulge,undulate,appreciable,predict
forecast,confer,plurality,irreducible,prognosis
forecastle,propulsion,ecstasy,corroboration,fo'c'sle
forefather,myth,ocular,termagant,father
forego,optometry,append,sinecure,predate
forehead,seclusion,mediate,vigilance,brow
foreign,chastity,louse,tremulous,strange
foreigner,induct,prudence,coincide,alien
foreknowledge,habitude,thearchy,terminus,precognition
foreman,sensation,decimal,vignette,chief
foreordain,convolution,abyss,butt,predestine
foreordination,granule,insurrection,amusement,predestination
foresee,explicate,competence,scoundrel,anticipate
foresight,annihilate,tenure,gait,prevision
foretell,irascible,harmonious,relish,announce
forethought,objector,deject,sensation,premeditation
forfeit,postdate,percipience,paternity,sacrifice
forfend,fiducial,dominate,static,debar
forgery,socialism,belate,excellency,counterfeit
forgo,tutorship,despondent,equivalent,waive
formation,perjury,intension,triumvir,shaping
formidable,vernal,elucidate,priggish,redoubtable
formula,panel,parable,azalea,expression
forswear,undersell,trepidation,precision,abjure
forte,pentagon,prophesy,ominous,strong suit
fortify,misanthropy,depopulate,bacterium,strengthen
foursome,contender,contiguous,aspirant,quartet
fracture,repugnance,cosmic,pedestal,break
fragile,inflammable,gestation,perfidy,delicate
frailty,sanctity,ruth,cornice,infirmity
fragile,whereabouts,necessitate,coerce,delicate
frankincense,equilibrium,emporium,euphonious,olibanum
frantic,exemplary,paraphernalia,laudatory,frenetic
fraternal,skiff,inept,prospector,biovular
fraudulence,promoter,pauperism,unnatural,duplicity
fraudulent,cosmic,outreach,corrosive,deceitful
fray,ambiguous,annual,vulgarity,disturbance
freethinker,acclaim,collegian,encompass,deist
freshness,diatribe,mimic,investor,novelty
fretful,odium,armada,specie,antsy
frightful,pall,shiftless,venal,atrocious
frigid,inventive,coagulant,circumlocution,cold
frivolity,preposterous,disown,habitant,bagatelle
frizz,aborigines,tutelar,control,crimp
frizzle,stupendous,abidance,compliment,crimp
frolicsome,transposition,brae,philology,coltish
frowzy,paragon,panorama,scrupulous,slovenly
frugal,sphericity,acquiesce,surmount,economical
fruition,recoil,creamy,toleration,realization
fugacious,contort,mutiny,fathom,ephemeral
fulminate,logician,obstruction,germinate,rail
fulsome,finesse,pyx,recrudescence,buttery
functionary,referable,transcribe,magnanimous,official
fundamental,trimness,phonogram,loam,first harmonic
furbish,inventive,occident,sophisticate,buff
furrier,toilsome,subtend,disobedient,cloakmaker
further,disrobe,requiem,irrational,foster
furtherance,submittal,huckster,scuttle,promotion
furtive,ceremonial,convolve,slothful,sneak
